,name,industry,key_process,product_solution
5517,maersk drilling,oil & energy,Transactions,SG Global Cash
5518,caltex australia,oil & energy,Transactions,SG Global Cash
5538,ctmm,information technology and services,Transactions,SG Global Cash
5553,mol group,oil & energy,Transactions,SG Lyxor AP
5554,sapurakencana petroleum berhad,oil & energy,Transactions,SG Global Cash
5556,merrill corporation,information technology and services,Transactions,SG Global Cash
5574,ceva sante animale,pharmaceuticals,Transactions,SG Global Cash
5581,new horizons computer learning centers,information technology and services,Transactions,SG Analytics
5588,safelite autoglass,automotive,Transactions,SG Analytics
5598,amaris,information technology and services,Transactions,SG Analytics
5602,actavis,pharmaceuticals,Transactions,SG Analytics
5625,spectra energy,oil & energy,Transactions,SG Global Cash
5641,petrotrin,oil & energy,Transactions,SG Global Cash
5645,chiesi group,pharmaceuticals,Transactions,SG Global Cash
5647,"church & dwight, co., inc.",consumer goods,Transactions,SG Analytics
5649,fuji xerox,information technology and services,Transactions,SG Analytics
5650,bentley motors ltd,automotive,Transactions,SG Analytics
5655,yazaki north america,automotive,Transactions,SG Analytics
5657,bull,information technology and services,Transactions,SG Global Cash
5667,freetech group s.r.l.,information technology and services,Transactions,SG Global Cash
5668,pcm,information technology and services,Transactions,SG Global Cash
5675,equinor,oil & energy,Transactions,SG Global Cash
5677,arc,information technology and services,Transactions,SG Global Cash
5687,pidilite industries limited,consumer goods,Transactions,SG Global Cash
5691,delphi technologies,automotive,Transactions,SG Global Cash
5700,verint,information technology and services,Transactions,SG Analytics
5709,xto energy,oil & energy,Transactions,SG Analytics
5721,bg group,oil & energy,Transactions,SG Analytics
5722,engen,oil & energy,Transactions,SG Analytics
5723,zadco,oil & energy,Transactions,SG Global Cash
5726,nnit,information technology and services,Transactions,SG Global Cash
5737,macleods pharmaceuticals ltd.,pharmaceuticals,Transactions,SG Global Cash
5742,energy transfer,oil & energy,Transactions,SG Global Cash
5770,ellucian,information technology and services,Transactions,SG Global Cash
5777,sungard availability services,information technology and services,Transactions,SG Global Cash
5779,aramco services company,oil & energy,Transactions,SG Analytics
5782,honda brasil,automotive,Transactions,SG Analytics
5787,enexis b.v.,oil & energy,Transactions,SG Analytics
5788,"ge appliances, a haier company",consumer goods,Transactions,SG Analytics
5796,altran,information technology and services,Transactions,SG Global Cash
5827,piaggio group,automotive,Transactions,SG Global Cash
5828,perenco,oil & energy,Transactions,SG Global Cash
5844,infinite computer solutions,information technology and services,Transactions,SG Global Cash
5853,hypermarcas s/a,pharmaceuticals,Transactions,SG Global Cash
5868,menarini group,pharmaceuticals,Transactions,SG Global Cash
5886,apollo tyres ltd,automotive,Transactions,SG Global Cash
5901,mastek ltd,information technology and services,Transactions,SG Global Cash
5904,flint hills resources,oil & energy,Transactions,SG Global Cash
5914,ci&t,information technology and services,Transactions,SG Global Cash
5924,pz cussons,consumer goods,Transactions,SG Global Cash
5934,honda motorcycle & scooter india pvt. ltd.,automotive,Transactions,SG Global Cash
5936,aché laboratórios,pharmaceuticals,Transactions,SG Global Cash
5938,metalsa,automotive,Transactions,SG Global Cash
5939,scentsy,consumer goods,Transactions,SG Global Cash
5949,just dial limited,information technology and services,Transactions,SG Global Cash
5952,ingenico group,information technology and services,Transactions,SG Global Cash
5955,kbrwyle,information technology and services,Transactions,SG Global Cash
5968,linamar,automotive,Transactions,SG Global Cash
5970,syncrude canada ltd.,oil & energy,Transactions,SG Global Cash
5977,john crane,oil & energy,Transactions,SG Global Cash
6015,societe generale global solution centre,information technology and services,Transactions,SG Global Cash
6025,sk engineering & construction co. ltd,oil & energy,Transactions,SG Global Cash
6036,alliander,oil & energy,Transactions,SG Global Cash
6041,lindt & sprungli,consumer goods,Transactions,SG Global Cash
6044,teva pharmaceutical industries ltd.,pharmaceuticals,Transactions,SG Global Cash
6054,rosneft,oil & energy,Transactions,SG Global Cash
6056,blackboard,information technology and services,Transactions,SG Global Cash
6073,governo do estado do paraná,information technology and services,Transactions,SG Global Cash
6081,"honda r&d americas, inc.",automotive,Transactions,SG Global Cash
6083,femsa,consumer goods,Transactions,SG Global Cash
6098,accel frontline ltd,information technology and services,Transactions,SG Global Cash
6107,groupe sii,information technology and services,Transactions,SG Global Cash
6132,"merck kgaa, darmstadt, germany",pharmaceuticals,Transactions,SG Global Cash
6133,-not announced-,automotive,Transactions,SG Global Cash
6134,sharp electronics,information technology and services,Transactions,SG Global Cash
6138,appen,information technology and services,Transactions,SG Global Cash
6159,railway,information technology and services,Transactions,SG Global Cash
6178,fiocruz,pharmaceuticals,Transactions,SG Global Cash
6194,pomeroy,information technology and services,Transactions,SG Global Cash
6204,briggs & stratton,consumer goods,Transactions,SG Global Cash
6211,dabur india limited,consumer goods,Transactions,SG Global Cash
6217,asd,information technology and services,Transactions,SG Global Cash
6219,bmw manufacturing,automotive,Transactions,SG Global Cash
6228,nis gazprom neft,oil & energy,Transactions,SG Global Cash
6238,castrol,oil & energy,Transactions,SG Global Cash
6252,ctrip.com,information technology and services,Transactions,SG Global Cash
6254,ntt data italia,information technology and services,Transactions,SG Global Cash
6261,west pharmaceutical services,pharmaceuticals,Transactions,SG Global Cash
6271,partylite,consumer goods,Transactions,SG Global Cash
6284,yanfeng automotive interiors,automotive,Transactions,SG Global Cash
6315,kkm,consumer goods,Transactions,SG Global Cash
6318,otsuka pharmaceutical companies (u.s.),pharmaceuticals,Transactions,SG Global Cash
6323,mrc global,oil & energy,Transactions,SG Global Cash
6324,npcc,oil & energy,Transactions,SG Lyxor AP
6332,techtronic industries - tti,consumer goods,Transactions,SG Global Cash
6350,bourbon,oil & energy,Transactions,SG Global Cash
6378,heerema marine contractors,oil & energy,Transactions,SG Lyxor AP
6380,inteva products,automotive,Transactions,SG Global Cash
6399,rasgas,oil & energy,Transactions,SG Global Cash
6418,shanghai general motors,automotive,Transactions,SG Lyxor AP
6420,enterprise fleet management,automotive,Transactions,SG Global Cash
6424,gazprom neft,oil & energy,Transactions,SG Global Cash
6434,petrobras distribuidora s.a.,oil & energy,Transactions,SG Lyxor AP
6443,hormel foods,consumer goods,Transactions,SG Global Cash
6447,indonesia power,oil & energy,Transactions,SG Global Cash
6449,isoftstone,information technology and services,Transactions,SG Global Cash
6462,alliance healthcare,pharmaceuticals,Transactions,SG Global Cash
6463,glaxosmithkline pharma gmbh,pharmaceuticals,Transactions,SG Lyxor AP
6475,the scotts miracle-gro company,consumer goods,Transactions,SG Global Cash
6478,knpc,oil & energy,Transactions,SG Lyxor AP
6485,ibm india private limited,information technology and services,Transactions,SG Global Cash
6488,honda cars india ltd,automotive,Transactions,SG Global Cash
6492,cadbury plc.,consumer goods,Transactions,SG Global Cash
6493,"modec, inc.",oil & energy,Transactions,SG Global Cash
6496,hetero drugs ltd,pharmaceuticals,Transactions,SG Global Cash
6539,open,information technology and services,Transactions,SG Global Cash
6543,diamond offshore,oil & energy,Transactions,SG Global Cash
6549,trafigura,oil & energy,Transactions,SG Lyxor AP
6557,cnooc,oil & energy,Transactions,SG Global Cash
6576,emm,information technology and services,Transactions,SG Global Cash
6579,hendrick automotive group,automotive,Transactions,SG Global Cash
6598,gijima,information technology and services,Transactions,SG Global Cash
6612,ccss,information technology and services,Transactions,SG Global Cash
6615,micro labs ltd.,pharmaceuticals,Transactions,SG Lyxor AP
6622,currently seeking new opportunities,information technology and services,Transactions,SG Global Cash
6628,ibm global business process services,information technology and services,Transactions,SG Global Cash
6631,merck millipore,pharmaceuticals,Transactions,SG Global Cash
6634,cas,information technology and services,Transactions,SG Lyxor AP
6637,"ina - industrija nafte, d.d.",oil & energy,Transactions,SG Global Cash
6640,linx s.a.,information technology and services,Transactions,SG Global Cash
6641,toyota do brasil,automotive,Transactions,SG Global Cash
